,epoch,train loss,val loss,ratio,train accuracy,val accuracy,computation duration
27,28.0,0.168125117673,0.179369921082,1.06688354224,0.963088235294,0.958375,16.9309089562
28,29.0,0.156372854441,0.183842355799,1.17566668752,0.966676470588,0.95825,17.5170934312
29,30.0,0.158055281308,0.16090680676,1.01804131712,0.966235294118,0.966125,19.4314398715
30,31.0,0.160644626111,0.182190561992,1.13412173443,0.965676470588,0.960875,15.832137996
31,32.0,0.15885792374,0.16695870499,1.05099387591,0.965794117647,0.965,15.8943913173
32,33.0,0.152019224385,0.179264168745,1.17922038788,0.968735294118,0.962625,16.0359560939
33,34.0,0.152162590406,0.182022474051,1.1962366937,0.967941176471,0.959125,16.0492094321
34,35.0,0.153068793146,0.167524753175,1.09444093556,0.967823529412,0.965375,15.8281371698
35,36.0,0.148175691816,0.165427858731,1.11643047995,0.970558823529,0.965125,16.1019042357
36,37.0,0.141996049688,0.161597144657,1.13803972021,0.970676470588,0.96675,19.7696796014
37,38.0,0.140608531327,0.172396919658,1.22607723749,0.969823529412,0.964125,16.1509593523
38,39.0,0.13447770904,0.166234655151,1.23615026116,0.9725,0.966375,17.1552174682
39,40.0,0.139664729915,0.154612343617,1.10702497123,0.971352941176,0.96825,19.5833096561
40,41.0,0.135719801005,0.155306752315,1.14431903941,0.972941176471,0.967375,16.4795545095
41,42.0,0.134308277604,0.169287786791,1.26044194603,0.973852941176,0.966,17.3289784664
42,43.0,0.136499618476,0.167935688332,1.23030152177,0.972176470588,0.9665,16.3549816484
43,44.0,0.135454584042,0.161749889328,1.19412635956,0.973205882353,0.96675,16.0535448516
44,45.0,0.132829272518,0.158042952992,1.18982021053,0.974264705882,0.967125,16.1129980321
45,46.0,0.129461276237,0.153398279585,1.18489701356,0.973558823529,0.970875,18.9491555238
46,47.0,0.129336543515,0.170992336517,1.32207287956,0.975147058824,0.964875,15.9799961611
47,48.0,0.127302929239,0.157482015606,1.23706513705,0.976470588235,0.9705,16.3409570244
48,49.0,0.125315737949,0.162189105878,1.29424371218,0.975794117647,0.96825,16.3972690533
49,50.0,0.123714693859,0.16393581737,1.32511193502,0.976117647059,0.968875,16.3286797536
50,51.0,0.125637390237,0.146782331373,1.16830134004,0.976235294118,0.969375,15.9949326759
51,52.0,0.121257401909,0.156916839843,1.29408050455,0.977264705882,0.969625,16.3287115502
52,53.0,0.12738438882,0.156619407726,1.2295023682,0.976823529412,0.9685,16.0923751809
53,54.0,0.125436576456,0.1465101234,1.16800161118,0.974617647059,0.97225,20.2956582796
54,55.0,0.122417446199,0.151746600571,1.23958312547,0.976529411765,0.9705,17.9139666317
55,56.0,0.120717120351,0.156253907173,1.29438067044,0.977588235294,0.9685,17.8593132756
56,57.0,0.123407867619,0.148455657716,1.2029675302,0.976470588235,0.972125,17.8812012805
57,58.0,0.11819123246,0.146026831678,1.23551323257,0.978441176471,0.970625,17.7178867703
58,59.0,0.121678418035,0.153071220013,1.2579981108,0.976970588235,0.970125,17.9182148293
59,60.0,0.115942209128,0.151634069609,1.30784181835,0.978794117647,0.96875,18.6449559253
60,61.0,0.117300273092,0.149650934613,1.27579357377,0.9785,0.970625,18.4790868957
61,62.0,0.116943596133,0.138286781589,1.18250837294,0.977529411765,0.971375,17.9924519595
62,63.0,0.118798996875,0.145641490839,1.22594882676,0.978823529412,0.97175,18.2860020385
63,64.0,0.115414820735,0.153499138294,1.32997770404,0.978794117647,0.971375,18.04109022
64,65.0,0.112147277988,0.145844534958,1.30047324887,0.979970588235,0.971875,18.1438156242
65,66.0,0.11562409664,0.155409820741,1.34409543734,0.979235294118,0.97,18.2110318368
66,67.0,0.115128977678,0.149630255264,1.29967501043,0.979117647059,0.974125,21.3837032918
67,68.0,0.112398135383,0.159315181432,1.41741836632,0.980264705882,0.9705,18.2162260556
68,69.0,0.112508529628,0.153089370359,1.36069123705,0.979558823529,0.970625,17.7683283927
69,70.0,0.107917179616,0.166901374934,1.54656909613,0.981205882353,0.9675,18.0741070267
70,71.0,0.110007248794,0.141090451074,1.28255594627,0.980411764706,0.972125,18.5489086773
71,72.0,0.110540238928,0.136814947461,1.23769361083,0.981088235294,0.975125,21.7976311259
72,73.0,0.109258112942,0.149607453647,1.36930292514,0.980558823529,0.970875,18.4865456724
73,74.0,0.109189461306,0.148060844838,1.35599940751,0.980441176471,0.971375,18.3447664877
74,75.0,0.112047865795,0.150870464019,1.34648226406,0.9795,0.9705,18.541265247
75,76.0,0.107282475508,0.143031558162,1.33322387915,0.980705882353,0.9725,18.7487953765
76,77.0,0.107828261808,0.151821203831,1.4079908299,0.980941176471,0.973,17.9426115549
77,78.0,0.105073371625,0.14514615318,1.38137903957,0.981617647059,0.971125,17.9228510036
78,79.0,0.105772428462,0.159368112552,1.50670751225,0.981794117647,0.96975,17.9644733058
79,80.0,0.11053691828,0.139893478622,1.265581498,0.980147058824,0.972,18.5760025694
80,81.0,0.104703556548,0.146514918839,1.39933086964,0.982235294118,0.97225,17.8027086599
81,82.0,0.10472159819,0.144108557929,1.37611114058,0.983264705882,0.972125,18.0540859768
82,83.0,0.10498357754,0.144702864188,1.37833809419,0.982,0.973375,19.0072563288
83,84.0,0.103053545803,0.133573861743,1.29615978473,0.981558823529,0.974375,18.6509602274
84,85.0,0.10477112905,0.143772226826,1.37225042938,0.982176470588,0.97225,17.6679314314
85,86.0,0.10243244328,0.134414004372,1.3122210119,0.9835,0.972875,18.7548206819
86,87.0,0.105864349549,0.151425431461,1.43037228403,0.981705882353,0.9715,17.8554072558
87,88.0,0.10255808156,0.131669179454,1.28384986781,0.983735294118,0.9775,21.679454044
88,89.0,0.102709392331,0.145506436604,1.41668092179,0.982294117647,0.97375,18.525064162
89,90.0,0.100736177866,0.135574885686,1.34584107277,0.983735294118,0.97475,17.7828932668
90,91.0,0.0998154647044,0.130447034456,1.30688200312,0.9835,0.97575,17.7713184378
91,92.0,0.098227364804,0.145710933888,1.48340469256,0.984676470588,0.97175,18.4227232338
92,93.0,0.101807482006,0.132636923217,1.30282097742,0.982470588235,0.97525,19.7356254678
93,94.0,0.097611937998,0.138470159064,1.41857811558,0.983558823529,0.975,19.4789098267
94,95.0,0.0942289592666,0.137741699365,1.46177672381,0.984676470588,0.976625,19.3812546637
95,96.0,0.0996698321271,0.140180527391,1.40644891638,0.983735294118,0.976125,19.4236672129
96,97.0,0.0971969518883,0.14197222876,1.46066544272,0.984117647059,0.975375,19.7211329383
97,98.0,0.10031105952,0.134777426652,1.34359488671,0.983941176471,0.97325,19.8187408439
98,99.0,0.0984435682088,0.142946863931,1.45206910448,0.9835,0.973625,20.247913532
99,100.0,0.0949279190621,0.144065125102,1.51762649519,0.984117647059,0.974625,20.1369641912
