,epoch,train loss,val loss,ratio,train accuracy,val accuracy,computation duration
0,1.0,1.92657132117,1.3422895176,0.696724540042,0.377588235294,0.61325,8.98679216882
1,2.0,1.07247342774,0.88727501641,0.827316550195,0.678941176471,0.733125,9.02384218163
2,3.0,0.809323848088,0.715386158012,0.883930653598,0.757294117647,0.7885,9.02727737875
3,4.0,0.69749977443,0.661069058358,0.947769565801,0.794764705882,0.810375,9.14271995501
4,5.0,0.6358234197,0.607936186167,0.956139971148,0.816058823529,0.8255,9.0650333339
5,6.0,0.589015496211,0.575330868553,0.97676694799,0.831647058824,0.840125,8.9932302463
6,7.0,0.555315739218,0.546526274829,0.984172131693,0.841558823529,0.845125,9.03348267028
7,8.0,0.521491706603,0.508462552319,0.975015605965,0.851235294118,0.864875,9.0279859465
8,9.0,0.51371145424,0.491942175263,0.957623528154,0.856294117647,0.86675,9.01867596721
9,10.0,0.490560376459,0.487713275621,0.994196227469,0.864205882353,0.865,6.65732362672
10,11.0,0.471494626179,0.46489523435,0.986003251231,0.871323529412,0.868625,9.17490421646
11,12.0,0.457045987225,0.454751392724,0.994979510673,0.874352941176,0.871875,8.99984626793
12,13.0,0.441247313948,0.433396586359,0.982207874494,0.878088235294,0.88275,9.03952401983
13,14.0,0.422397842276,0.416362258928,0.985711140675,0.884117647059,0.89125,9.05565101011
14,15.0,0.414896939174,0.429684243936,1.03564091071,0.886794117647,0.8855,6.95138770178
15,16.0,0.403817721028,0.432471168604,1.07095638969,0.892705882353,0.88575,6.85224539256
16,17.0,0.395011982642,0.396328152936,1.00333197562,0.891794117647,0.893875,9.0407611692
17,18.0,0.395477673354,0.387988826626,0.981063793906,0.894352941176,0.899625,9.04886958795
18,19.0,0.377907295747,0.388247160991,1.02736085109,0.901411764706,0.899375,6.60312125697
19,20.0,0.379502426493,0.386108255445,1.01740655261,0.899117647059,0.8975,6.6476688442
20,21.0,0.365563307488,0.37820287083,1.03457557989,0.9035,0.901375,9.05346871479
21,22.0,0.355174017194,0.35444825035,0.997956588013,0.907529411765,0.9045,9.08646597679
22,23.0,0.343091116881,0.378626258762,1.10357348277,0.910411764706,0.899375,6.70749191521
23,24.0,0.341160985543,0.347736245762,1.01927318919,0.910970588235,0.910875,9.10068021337
24,25.0,0.337512886961,0.33781092442,1.00088304024,0.91,0.91225,9.24023130405
25,26.0,0.334297065987,0.334598318147,1.00090115107,0.912558823529,0.914625,9.10365333914
26,27.0,0.334059001388,0.342370493598,1.02488031209,0.911,0.913125,6.64143904888
27,28.0,0.322400882077,0.336366404323,1.04331725818,0.916794117647,0.9135,6.60380852977
28,29.0,0.324000989811,0.33782483691,1.04266606441,0.916558823529,0.914125,6.6521422433
29,30.0,0.315686994936,0.325980117651,1.03260546959,0.918441176471,0.91175,6.62546491554
30,31.0,0.31002235406,0.311326852964,1.00420775756,0.919058823529,0.92075,9.06842769138
31,32.0,0.303049885311,0.326599879011,1.07770995747,0.922705882353,0.912625,6.60871978815
32,33.0,0.300201183887,0.330872471587,1.10216910974,0.923852941176,0.912625,6.63120230149
33,34.0,0.294926467547,0.314332945845,1.06580107394,0.922970588235,0.918625,6.65095906059
34,35.0,0.300181736193,0.327574038956,1.09125239634,0.922852941176,0.914875,6.66902301664
35,36.0,0.289800123965,0.318219234368,1.09806452121,0.926382352941,0.916625,6.62244365734
36,37.0,0.28571661051,0.319426326257,1.11798304511,0.928117647059,0.918875,6.64433778816
37,38.0,0.283815353855,0.3060221982,1.07824398519,0.927676470588,0.922625,9.05374642434
38,39.0,0.291118576459,0.30106831207,1.03417760465,0.925882352941,0.92475,9.01289161568
39,40.0,0.286909792167,0.305151826622,1.06358108002,0.925764705882,0.92125,6.64502972834
40,41.0,0.274140854032,0.278283143091,1.01511007571,0.9295,0.933125,8.96979091855
41,42.0,0.273462115213,0.273572110157,1.00040223101,0.930852941176,0.934625,9.01363285514
42,43.0,0.273232445146,0.310801453406,1.13749834226,0.931470588235,0.921375,6.61221916184
43,44.0,0.27179081091,0.295229928824,1.08623955253,0.931294117647,0.92375,6.6512131415
44,45.0,0.256593424621,0.283385326107,1.10441382715,0.935205882353,0.927625,6.60618218797
45,46.0,0.264788398811,0.293159382222,1.1071458702,0.933647058824,0.928,6.63153426942
46,47.0,0.261385883303,0.280121342206,1.07167739385,0.935617647059,0.928875,6.58941576562
47,48.0,0.266615954488,0.263157639407,0.987028851717,0.933058823529,0.932625,6.57522369913
48,49.0,0.258610868765,0.281041293135,1.08673426789,0.935764705882,0.93025,6.6323930687
49,50.0,0.253072657536,0.284146462865,1.12278610274,0.936823529412,0.929875,6.67582573376
50,51.0,0.254712521994,0.264608861524,1.0388529761,0.936147058824,0.93425,6.65075632096
51,52.0,0.253157039716,0.274308841183,1.08355209672,0.936117647059,0.932625,6.64512686834
52,53.0,0.250699467923,0.285076629502,1.13712498819,0.937970588235,0.9305,6.70204478242
53,54.0,0.244831150994,0.274767531857,1.1222735781,0.941,0.929875,6.57489960741
54,55.0,0.24305631567,0.264239657449,1.0871540479,0.940205882353,0.934,6.551971942
55,56.0,0.248692361858,0.262478481029,1.05543442938,0.939235294118,0.934625,8.93948498881
56,57.0,0.244412021238,0.264329836784,1.08149278192,0.939117647059,0.934875,8.93347893637
57,58.0,0.239060524072,0.268984864124,1.12517474463,0.942647058824,0.9365,9.09181480274
58,59.0,0.241071968494,0.251186315806,1.0419557171,0.940529411765,0.9375,8.95109890719
59,60.0,0.239554958065,0.253886536995,1.05982584976,0.941735294118,0.936375,6.57385907174
60,61.0,0.234134227526,0.25982141587,1.10971137631,0.943617647059,0.931375,6.5599945975
61,62.0,0.232738352979,0.259914739533,1.1167679766,0.942,0.933625,6.59875520778
62,63.0,0.22416051109,0.259142095441,1.15605596267,0.944735294118,0.936,6.77805143578
