,epoch,train loss,val loss,ratio,train accuracy,val accuracy,computation duration
0,1.0,1.5307898193,0.887645978948,0.579861433461,0.611382352941,0.81275,4.74460085378
1,2.0,0.725666414271,0.618667000718,0.852550136745,0.835235294118,0.85225,4.7641636246
2,3.0,0.577072817137,0.539282768101,0.934514245147,0.858823529412,0.864875,4.7810309792
3,4.0,0.509350264483,0.49140511281,0.964768543527,0.873029411765,0.87825,4.69368519989
4,5.0,0.471591099367,0.463908416622,0.983709016656,0.882441176471,0.887125,4.80062758858
5,6.0,0.436024508609,0.437439760926,1.0032458091,0.892676470588,0.8955,4.83775082102
6,7.0,0.421170716341,0.4120977298,0.978457698533,0.894705882353,0.897,4.67107024943
7,8.0,0.420536490754,0.414032745549,0.984534647175,0.895,0.895875,3.54140001785
8,9.0,0.398055446499,0.387952468813,0.97461916983,0.900794117647,0.899875,4.83081654192
9,10.0,0.387531837503,0.386683663194,0.997811342896,0.901794117647,0.904125,5.17024091303
10,11.0,0.388368230795,0.383118649971,0.986482980822,0.902794117647,0.908625,4.87842214302
11,12.0,0.37530500438,0.402886368013,1.07349052986,0.904911764706,0.897875,3.64484099086
12,13.0,0.361230338229,0.371607565054,1.02872745095,0.909176470588,0.909125,4.85300442643
13,14.0,0.353888335147,0.357317106454,1.00968885088,0.912470588235,0.913,4.87036214842
14,15.0,0.358420503586,0.357925992989,0.99862030606,0.909647058824,0.911125,3.62461720131
15,16.0,0.344451909359,0.348599385472,1.01204079873,0.915058823529,0.913875,5.01294324865
16,17.0,0.338583839183,0.350210075789,1.03433783678,0.917205882353,0.91525,5.03893242848
17,18.0,0.331889830544,0.335708779043,1.01150667525,0.919323529412,0.918,4.88623622464
18,19.0,0.330423601988,0.342683133229,1.03710246837,0.9195,0.916375,3.66132182745
19,20.0,0.318070297995,0.331144262821,1.04110401037,0.923117647059,0.918625,4.92014683601
20,21.0,0.314765535899,0.317246901644,1.00788321929,0.924794117647,0.924875,4.89085606302
21,22.0,0.310442144278,0.338261151787,1.08961092436,0.927,0.91925,3.58339366904
22,23.0,0.310126186858,0.315784043861,1.01824372544,0.925558823529,0.92325,3.6181385759
23,24.0,0.303608250225,0.297011408988,0.978271864376,0.927441176471,0.93025,4.87473694896
24,25.0,0.296720131819,0.304046803638,1.02469219656,0.929852941176,0.93,3.67832045232
25,26.0,0.295084309046,0.306943362582,1.04018869582,0.930352941176,0.925375,3.63912023248
26,27.0,0.29038735895,0.301297533976,1.03757110869,0.932794117647,0.927,3.63145579897
27,28.0,0.279859036294,0.293234115534,1.04779220074,0.935147058824,0.93075,4.9092420688
28,29.0,0.275121634112,0.299345572241,1.08804810355,0.936794117647,0.9295,3.64235706564
29,30.0,0.278007338724,0.301572407712,1.08476419758,0.934411764706,0.929125,3.61430315031
30,31.0,0.272516080029,0.287236956107,1.054018376,0.936852941176,0.930125,3.62727819554
31,32.0,0.267546239194,0.281615750629,1.05258721437,0.937529411765,0.93275,4.83616332589
32,33.0,0.267654647202,0.287863662736,1.07550407118,0.937647058824,0.933625,4.85235128391
33,34.0,0.267136565611,0.277967160206,1.04054328755,0.938264705882,0.932125,3.62964981176
