,epoch,train loss,val loss,ratio,train accuracy,val accuracy,computation duration
0,1.0,2.2924037256,2.13285213719,0.930399873885,0.190323529412,0.302,32.7216831066
1,2.0,1.59685882099,1.08563043206,0.679853733963,0.484352941176,0.65575,32.6470384552
2,3.0,0.878392191767,0.758091664507,0.863044630419,0.730323529412,0.771875,32.2393471259
3,4.0,0.693917513615,0.647483132133,0.933083715901,0.795058823529,0.811,32.7255436194
4,5.0,0.602931194114,0.580219245742,0.962330779044,0.823352941176,0.829375,32.1969567467
5,6.0,0.553365540917,0.519099816461,0.938077596232,0.841264705882,0.85375,32.6092965022
6,7.0,0.513138542806,0.47719353943,0.929950685094,0.8555,0.86225,32.2925244206
7,8.0,0.464219425913,0.459050413519,0.988865152761,0.870323529412,0.876375,32.2657858334
8,9.0,0.444225906476,0.443294128804,0.997902468859,0.877911764706,0.882375,32.400999171
9,10.0,0.421063421546,0.408070106905,0.969141668509,0.884147058824,0.88725,32.6352063364
10,11.0,0.398648558572,0.390120876189,0.978608520715,0.893176470588,0.899,32.3857362308
11,12.0,0.392568319323,0.387100062918,0.986070561134,0.894176470588,0.895625,27.7925731365
12,13.0,0.374914402466,0.379606593958,1.0125153674,0.898529411765,0.89975,32.5657439436
13,14.0,0.365520165619,0.339278108787,0.928206267944,0.901911764706,0.909125,32.7990094637
14,15.0,0.359253252455,0.355714124686,0.990148654899,0.906176470588,0.90875,27.9763768939
15,16.0,0.342076431025,0.347845805588,1.01686574707,0.910382352941,0.911125,32.6498666002
16,17.0,0.332531052518,0.33301326918,1.00145014024,0.913647058824,0.913875,31.4733944333
17,18.0,0.318578634033,0.351889056679,1.10455949988,0.916676470588,0.9075,23.4454875407
18,19.0,0.324227380823,0.335156714991,1.03370885624,0.915441176471,0.91575,27.7271392824
19,20.0,0.314073766348,0.316377027951,1.00733350521,0.920205882353,0.923625,26.8540513798
20,21.0,0.297463676909,0.3061964576,1.02935746906,0.924529411765,0.923,22.2977446017
21,22.0,0.29799524077,0.313559737302,1.05223068829,0.923647058824,0.92425,26.8487632299
22,23.0,0.294027119674,0.29787343101,1.01308148493,0.925911764706,0.92225,22.3869042445
23,24.0,0.290583041144,0.287119154998,0.988079530958,0.925941176471,0.931125,26.9137606832
24,25.0,0.287687694657,0.294789752858,1.0246866944,0.928235294118,0.925875,22.2568682064
25,26.0,0.278336609631,0.29741013497,1.06852682931,0.930205882353,0.92725,22.3501587787
26,27.0,0.266589465717,0.285699859174,1.07168472845,0.932705882353,0.928625,22.2765129482
27,28.0,0.280684201524,0.271066839765,0.965736006135,0.928970588235,0.933,26.8778743084
28,29.0,0.265373197211,0.270896588091,1.02081367274,0.934676470588,0.929125,22.3380830807
29,30.0,0.2692430677,0.274287158061,1.01873433699,0.933411764706,0.93425,26.9566078829
30,31.0,0.263894481858,0.280473070607,1.06282279429,0.934970588235,0.93125,22.2787500853
31,32.0,0.258746542895,0.278435854176,1.07609497333,0.936764705882,0.928875,22.2866461379
32,33.0,0.2581082105,0.262807558846,1.01820689213,0.935264705882,0.933875,22.4724023218
33,34.0,0.253481812166,0.264568503095,1.04373761902,0.939264705882,0.93475,26.9164015493
